<<<<<<< HEAD
Anno;Codice Regione;Descrizione Regione;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2010;060;FRIULI VENEZIA GIULIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;3;13;2;5;0;20
2010;060;FRIULI VENEZIA GIULIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;1;8;0;1;1;10
2010;060;FRIULI VENEZIA GIULIA;12;CHIRURGIA PLASTICA                      ;ACUTI;3;29;1;7;0;37
2010;060;FRIULI VENEZIA GIULIA;13;CHIRURGIA TORACICA                      ;ACUTI;1;7;0;2;0;9
2010;060;FRIULI VENEZIA GIULIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;26;1;5;0;32
2010;060;FRIULI VENEZIA GIULIA;18;EMATOLOGIA                              ;ACUTI;1;27;1;10;0;38
2010;060;FRIULI VENEZIA GIULIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;1;0;0;4;0;4
2010;060;FRIULI VENEZIA GIULIA;21;GERIATRIA                               ;ACUTI;1;24;0;1;0;25
2010;060;FRIULI VENEZIA GIULIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;31;0;9;0;40
2010;060;FRIULI VENEZIA GIULIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;0;0;10;0;10
2010;060;FRIULI VENEZIA GIULIA;26;MEDICINA GENERALE                       ;ACUTI;33;1380;31;84;0;1495
2010;060;FRIULI VENEZIA GIULIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;46;3;1;0;50
2010;060;FRIULI VENEZIA GIULIA;29;NEFROLOGIA                              ;ACUTI;3;33;1;6;0;40
2010;060;FRIULI VENEZIA GIULIA;30;NEUROCHIRURGIA                          ;ACUTI;2;47;2;3;0;52
2010;060;FRIULI VENEZIA GIULIA;32;NEUROLOGIA                              ;ACUTI;4;121;4;7;0;132
2010;060;FRIULI VENEZIA GIULIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;4;0;1;0;5
2010;060;FRIULI VENEZIA GIULIA;34;OCULISTICA                              ;ACUTI;9;41;2;29;3;75
2010;060;FRIULI VENEZIA GIULIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;8;0;3;1;12
2010;060;FRIULI VENEZIA GIULIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;20;419;24;64;5;512
2010;060;FRIULI VENEZIA GIULIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;15;325;19;68;8;420
2010;060;FRIULI VENEZIA GIULIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;11;104;7;20;1;132
2010;060;FRIULI VENEZIA GIULIA;39;PEDIATRIA                               ;ACUTI;10;81;1;19;2;103
2010;060;FRIULI VENEZIA GIULIA;40;PSICHIATRIA                             ;ACUTI;3;42;0;2;0;44
2010;060;FRIULI VENEZIA GIULIA;43;UROLOGIA                                ;ACUTI;7;101;3;13;24;141
2010;060;FRIULI VENEZIA GIULIA;49;TERAPIA INTENSIVA                       ;ACUTI;15;108;0;6;0;114
2010;060;FRIULI VENEZIA GIULIA;50;UNITA` CORONARICA                       ;ACUTI;2;16;0;0;0;16
2010;060;FRIULI VENEZIA GIULIA;51;ASTANTERIA                              ;ACUTI;3;15;0;0;0;15
2010;060;FRIULI VENEZIA GIULIA;52;DERMATOLOGIA                            ;ACUTI;6;24;1;21;0;46
2010;060;FRIULI VENEZIA GIULIA;54;EMODIALISI                              ;ACUTI;1;11;0;1;0;12
2010;060;FRIULI VENEZIA GIULIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;10;197;2;3;0;202
2010;060;FRIULI VENEZIA GIULIA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;1;1;0;1;1;3
2010;060;FRIULI VENEZIA GIULIA;58;GASTROENTEROLOGIA                       ;ACUTI;2;4;1;2;1;8
2010;060;FRIULI VENEZIA GIULIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;9;105;0;0;0;105
2010;060;FRIULI VENEZIA GIULIA;62;NEONATOLOGIA                            ;ACUTI;2;31;0;2;0;33
2010;060;FRIULI VENEZIA GIULIA;64;ONCOLOGIA                               ;ACUTI;4;61;0;48;0;109
2010;060;FRIULI VENEZIA GIULIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;4;0;1;2;7
2010;060;FRIULI VENEZIA GIULIA;67;PENSIONANTI                             ;ACUTI;1;0;20;0;0;20
2010;060;FRIULI VENEZIA GIULIA;68;PNEUMOLOGIA                             ;ACUTI;4;94;2;6;0;102
2010;060;FRIULI VENEZIA GIULIA;71;REUMATOLOGIA                            ;ACUTI;1;5;0;4;0;9
2010;060;FRIULI VENEZIA GIULIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;1;4;0;1;0;5
2010;060;FRIULI VENEZIA GIULIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;2;25;0;5;0;30
2010;060;FRIULI VENEZIA GIULIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;2;22;0;0;0;22
2010;060;FRIULI VENEZIA GIULIA;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;1;6;0;0;0;6
2010;070;LIGURIA;01;ALLERGOLOGIA                            ;ACUTI;2;0;0;4;0;4
2010;070;LIGURIA;02;DAY HOSPITAL                            ;ACUTI;5;0;0;33;0;33
2010;070;LIGURIA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;1;17;0;1;0;18
2010;070;LIGURIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;43;0;0;0;43
2010;070;LIGURIA;08;CARDIOLOGIA                             ;ACUTI;13;138;1;13;4;156
2010;070;LIGURIA;09;CHIRURGIA GENERALE                      ;ACUTI;38;551;5;18;97;671
2010;070;LIGURIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;3;19;0;0;2;21
2010;070;LIGURIA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;2;40;0;2;8;50
2010;070;LIGURIA;12;CHIRURGIA PLASTICA                      ;ACUTI;4;43;0;2;4;49
2010;070;LIGURIA;13;CHIRURGIA TORACICA                      ;ACUTI;5;49;0;1;1;51
2010;070;LIGURIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;6;89;0;5;7;101
2010;070;LIGURIA;18;EMATOLOGIA                              ;ACUTI;5;52;0;29;0;81
2010;070;LIGURIA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;6;15;0;18;1;34
2010;070;LIGURIA;20;IMMUNOLOGIA                             ;ACUTI;1;0;0;1;0;1
2010;070;LIGURIA;21;GERIATRIA                               ;ACUTI;3;55;0;5;0;60
2010;070;LIGURIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;9;145;0;17;0;162
2010;070;LIGURIA;26;MEDICINA GENERALE                       ;ACUTI;37;1083;2;107;1;1193
2010;070;LIGURIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;27;0;1;0;28
2010;070;LIGURIA;29;NEFROLOGIA                              ;ACUTI;6;49;0;11;0;60
2010;070;LIGURIA;30;NEUROCHIRURGIA                          ;ACUTI;3;66;0;0;2;68
2010;070;LIGURIA;32;NEUROLOGIA                              ;ACUTI;14;307;1;25;0;333
2010;070;LIGURIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;17;0;0;0;17
2010;070;LIGURIA;34;OCULISTICA                              ;ACUTI;13;32;0;8;41;81
2010;070;LIGURIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;2;1;0;2;3;6
2010;070;LIGURIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;27;495;4;25;53;577
2010;070;LIGURIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;15;357;10;23;33;423
2010;070;LIGURIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;8;53;1;9;23;86
2010;070;LIGURIA;39;PEDIATRIA                               ;ACUTI;16;116;1;26;0;143
2010;070;LIGURIA;40;PSICHIATRIA                             ;ACUTI;10;193;0;14;0;207
2010;070;LIGURIA;43;UROLOGIA                                ;ACUTI;11;181;3;7;23;214
2010;070;LIGURIA;47;GRANDI USTIONATI                        ;ACUTI;2;12;0;0;0;12
2010;070;LIGURIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;2;31;0;4;0;35
2010;070;LIGURIA;49;TERAPIA INTENSIVA                       ;ACUTI;23;184;0;3;0;187
2010;070;LIGURIA;50;UNITA` CORONARICA                       ;ACUTI;11;98;0;2;5;105
2010;070;LIGURIA;51;ASTANTERIA                              ;ACUTI;9;68;0;1;0;69
2010;070;LIGURIA;52;DERMATOLOGIA                            ;ACUTI;9;19;0;22;3;44
2010;070;LIGURIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;36;595;0;39;0;634
2010;070;LIGURIA;58;GASTROENTEROLOGIA                       ;ACUTI;9;98;0;21;3;122
2010;070;LIGURIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;35;0;0;0;35
2010;070;LIGURIA;61;MEDICINA NUCLEARE                       ;ACUTI;3;4;0;2;0;6
2010;070;LIGURIA;62;NEONATOLOGIA                            ;ACUTI;5;30;0;6;0;36
2010;070;LIGURIA;64;ONCOLOGIA                               ;ACUTI;13;40;0;114;0;154
2010;070;LIGURIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;18;0;10;0;28
2010;070;LIGURIA;67;PENSIONANTI                             ;ACUTI;3;23;11;0;0;34
2010;070;LIGURIA;68;PNEUMOLOGIA                             ;ACUTI;9;165;1;26;1;193
2010;070;LIGURIA;69;RADIOLOGIA                              ;ACUTI;4;0;0;1;3;4
2010;070;LIGURIA;70;RADIOTERAPIA                            ;ACUTI;1;0;0;1;0;1
2010;070;LIGURIA;71;REUMATOLOGIA                            ;ACUTI;3;13;0;17;0;30
2010;070;LIGURIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;5;36;0;0;0;36
2010;070;LIGURIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;8;65;0;0;0;65
2010;070;LIGURIA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;1;19;0;2;0;21
2010;070;LIGURIA;77;NEFROLOGIA PEDIATRICA                   ;ACUTI;1;15;0;6;0;21
2010;070;LIGURIA;97;DETENUTI                                ;ACUTI;2;11;0;0;0;11
2010;070;LIGURIA;98;DAY SURGERY;ACUTI;4;0;0;0;41;41
2010;070;LIGURIA;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;1;12;0;0;0;12
2010;080;EMILIA ROMAGNA;02;DAY HOSPITAL                            ;ACUTI;14;0;0;71;0;71
2010;080;EMILIA ROMAGNA;05;ANGIOLOGIA                              ;ACUTI;2;12;0;9;0;21
2010;080;EMILIA ROMAGNA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;2;10;0;0;0;10
2010;080;EMILIA ROMAGNA;07;CARDIOCHIRURGIA                         ;ACUTI;7;132;0;0;0;132
2010;080;EMILIA ROMAGNA;08;CARDIOLOGIA                             ;ACUTI;36;528;0;41;1;570
2010;080;EMILIA ROMAGNA;09;CHIRURGIA GENERALE                      ;ACUTI;92;1529;13;121;53;1716
2010;080;EMILIA ROMAGNA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;7;62;0;4;1;67
2010;080;EMILIA ROMAGNA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;6;61;0;10;4;75
2010;080;EMILIA ROMAGNA;12;CHIRURGIA PLASTICA                      ;ACUTI;7;45;0;2;0;47
2010;080;EMILIA ROMAGNA;13;CHIRURGIA TORACICA                      ;ACUTI;9;85;0;2;1;88
2010;080;EMILIA ROMAGNA;14;CHIRURGIA VASCOLARE                     ;ACUTI;18;201;0;7;5;213
2010;080;EMILIA ROMAGNA;18;EMATOLOGIA                              ;ACUTI;8;118;0;35;0;153
2010;080;EMILIA ROMAGNA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;14;21;0;30;0;51
2010;080;EMILIA ROMAGNA;20;IMMUNOLOGIA                             ;ACUTI;1;0;0;1;0;1
2010;080;EMILIA ROMAGNA;21;GERIATRIA                               ;ACUTI;26;616;1;21;0;638
2010;080;EMILIA ROMAGNA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;13;214;0;51;0;265
2010;080;EMILIA ROMAGNA;26;MEDICINA GENERALE                       ;ACUTI;120;3199;11;220;0;3430
2010;080;EMILIA ROMAGNA;28;UNITA` SPINALE                          ;RIABILITAZIONE;2;60;0;0;0;60
2010;080;EMILIA ROMAGNA;29;NEFROLOGIA                              ;ACUTI;11;140;0;20;0;160
2010;080;EMILIA ROMAGNA;30;NEUROCHIRURGIA                          ;ACUTI;12;193;4;4;2;203
2010;080;EMILIA ROMAGNA;32;NEUROLOGIA                              ;ACUTI;19;281;0;38;0;319
2010;080;EMILIA ROMAGNA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;6;22;0;12;0;34
2010;080;EMILIA ROMAGNA;34;OCULISTICA                              ;ACUTI;42;142;0;74;33;249
2010;080;EMILIA ROMAGNA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;3;2;0;3;0;5
2010;080;EMILIA ROMAGNA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;83;1567;13;90;54;1724
2010;080;EMILIA ROMAGNA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;57;916;6;92;51;1065
2010;080;EMILIA ROMAGNA;38;OTORINOLARINGOIATRIA                    ;ACUTI;37;305;3;26;32;366
2010;080;EMILIA ROMAGNA;39;PEDIATRIA                               ;ACUTI;32;303;0;63;0;366
2010;080;EMILIA ROMAGNA;40;PSICHIATRIA                             ;ACUTI;22;504;0;26;0;530
2010;080;EMILIA ROMAGNA;43;UROLOGIA                                ;ACUTI;42;510;2;35;18;565
2010;080;EMILIA ROMAGNA;47;GRANDI USTIONATI                        ;ACUTI;2;16;0;0;0;16
2010;080;EMILIA ROMAGNA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;3;32;0;0;0;32
2010;080;EMILIA ROMAGNA;49;TERAPIA INTENSIVA                       ;ACUTI;59;416;0;3;0;419
2010;080;EMILIA ROMAGNA;50;UNITA` CORONARICA                       ;ACUTI;30;179;0;0;0;179
2010;080;EMILIA ROMAGNA;51;ASTANTERIA                              ;ACUTI;20;361;0;0;0;361
2010;080;EMILIA ROMAGNA;52;DERMATOLOGIA                            ;ACUTI;14;36;0;37;4;77
2010;080;EMILIA ROMAGNA;55;FARMACOLOGIA CLINICA                    ;ACUTI;1;2;0;3;0;5
2010;080;EMILIA ROMAGNA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;54;1202;2;139;0;1343
2010;080;EMILIA ROMAGNA;57;FISIOPATOLOGIA DELLA RIPRODUZIONE UMANA ;ACUTI;3;23;0;4;1;28
2010;080;EMILIA ROMAGNA;58;GASTROENTEROLOGIA                       ;ACUTI;17;165;0;23;1;189
2010;080;EMILIA ROMAGNA;60;LUNGODEGENTI                            ;LUNGODEGENZA;101;2263;0;0;0;2263
2010;080;EMILIA ROMAGNA;61;MEDICINA NUCLEARE                       ;ACUTI;2;18;0;0;0;18
2010;080;EMILIA ROMAGNA;62;NEONATOLOGIA                            ;ACUTI;10;85;0;1;0;86
2010;080;EMILIA ROMAGNA;64;ONCOLOGIA                               ;ACUTI;26;218;0;238;0;456
2010;080;EMILIA ROMAGNA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;3;30;0;18;0;48
2010;080;EMILIA ROMAGNA;67;PENSIONANTI                             ;ACUTI;9;0;137;0;0;137
2010;080;EMILIA ROMAGNA;68;PNEUMOLOGIA                             ;ACUTI;18;274;0;39;0;313
2010;080;EMILIA ROMAGNA;69;RADIOLOGIA                              ;ACUTI;2;2;0;1;0;3
2010;080;EMILIA ROMAGNA;70;RADIOTERAPIA                            ;ACUTI;2;6;0;1;0;7
2010;080;EMILIA ROMAGNA;71;REUMATOLOGIA                            ;ACUTI;4;38;0;8;0;46
2010;080;EMILIA ROMAGNA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;9;83;0;0;0;83
2010;080;EMILIA ROMAGNA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;2;37;0;6;0;43
2010;080;EMILIA ROMAGNA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;7;164;0;11;0;175
2010;080;EMILIA ROMAGNA;97;DETENUTI                                ;ACUTI;4;9;0;0;0;9
2010;080;EMILIA ROMAGNA;98;DAY SURGERY;ACUTI;12;0;0;0;69;69
2010;090;TOSCANA;01;ALLERGOLOGIA                            ;ACUTI;4;9;0;9;0;18
2010;090;TOSCANA;02;DAY HOSPITAL                            ;ACUTI;2;0;0;31;0;31
2010;090;TOSCANA;05;ANGIOLOGIA                              ;ACUTI;4;35;0;5;0;40
2010;090;TOSCANA;06;CARDIOCHIRURGIA PEDIATRICA              ;ACUTI;2;16;0;0;1;17
2010;090;TOSCANA;07;CARDIOCHIRURGIA                         ;ACUTI;7;114;2;1;0;117
2010;090;TOSCANA;08;CARDIOLOGIA                             ;ACUTI;40;388;4;36;1;429
2010;090;TOSCANA;09;CHIRURGIA GENERALE                      ;ACUTI;92;1540;42;103;121;1806
2010;090;TOSCANA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;4;20;0;1;3;24
2010;090;TOSCANA;11;CHIRURGIA PEDIATRICA                    ;ACUTI;3;27;0;4;0;31
2010;090;TOSCANA;12;CHIRURGIA PLASTICA                      ;ACUTI;6;34;0;0;12;46
2010;090;TOSCANA;13;CHIRURGIA TORACICA                      ;ACUTI;4;52;0;0;2;54
2010;090;TOSCANA;14;CHIRURGIA VASCOLARE                     ;ACUTI;10;96;1;6;8;111
2010;090;TOSCANA;18;EMATOLOGIA                              ;ACUTI;5;77;0;31;0;108
2010;090;TOSCANA;19;MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ;ACUTI;15;75;0;46;0;121
2010;090;TOSCANA;20;IMMUNOLOGIA                             ;ACUTI;1;6;0;2;0;8
2010;090;TOSCANA;21;GERIATRIA                               ;ACUTI;10;115;3;22;0;140
2010;090;TOSCANA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;15;225;3;49;0;277
2010;090;TOSCANA;25;MEDICINA DEL LAVORO                     ;ACUTI;2;2;0;2;0;4
2010;090;TOSCANA;26;MEDICINA GENERALE                       ;ACUTI;104;2756;36;183;2;2977
2010;090;TOSCANA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;40;0;3;0;43
2010;090;TOSCANA;29;NEFROLOGIA                              ;ACUTI;15;116;1;15;0;132
2010;090;TOSCANA;30;NEUROCHIRURGIA                          ;ACUTI;7;174;4;1;3;182
2010;090;TOSCANA;32;NEUROLOGIA                              ;ACUTI;26;270;3;39;0;312
2010;090;TOSCANA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;5;47;0;23;0;70
2010;090;TOSCANA;34;OCULISTICA                              ;ACUTI;34;142;4;17;66;229
2010;090;TOSCANA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;7;8;0;2;12;22
2010;090;TOSCANA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;72;1217;36;46;113;1412
2010;090;TOSCANA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;58;804;26;60;60;950
2010;090;TOSCANA;38;OTORINOLARINGOIATRIA                    ;ACUTI;36;223;7;24;46;300
2010;090;TOSCANA;39;PEDIATRIA                               ;ACUTI;45;373;4;84;0;461
2010;090;TOSCANA;40;PSICHIATRIA                             ;ACUTI;40;436;0;85;0;521
2010;090;TOSCANA;42;TOSSICOLOGIA                            ;ACUTI;1;10;0;0;0;10
2010;090;TOSCANA;43;UROLOGIA                                ;ACUTI;33;319;15;16;31;381
2010;090;TOSCANA;46;GRANDI USTIONI PEDIATRICHE              ;ACUTI;2;2;0;1;0;3
2010;090;TOSCANA;47;GRANDI USTIONATI                        ;ACUTI;1;10;0;0;0;10
2010;090;TOSCANA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;4;36;0;10;0;46
2010;090;TOSCANA;49;TERAPIA INTENSIVA                       ;ACUTI;51;322;0;2;2;326
2010;090;TOSCANA;50;UNITA` CORONARICA                       ;ACUTI;27;196;0;3;0;199
2010;090;TOSCANA;51;ASTANTERIA                              ;ACUTI;5;49;0;1;0;50
2010;090;TOSCANA;52;DERMATOLOGIA                            ;ACUTI;17;46;1;37;3;87
2010;090;TOSCANA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;47;733;1;80;0;814
2010;090;TOSCANA;58;GASTROENTEROLOGIA                       ;ACUTI;13;81;1;28;0;110
2010;090;TOSCANA;60;LUNGODEGENTI                            ;LUNGODEGENZA;8;272;0;0;0;272
2010;090;TOSCANA;61;MEDICINA NUCLEARE                       ;ACUTI;1;6;0;2;0;8
2010;090;TOSCANA;62;NEONATOLOGIA                            ;ACUTI;7;55;0;0;0;55
2010;090;TOSCANA;64;ONCOLOGIA                               ;ACUTI;38;102;0;292;6;400
2010;090;TOSCANA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;2;16;0;8;0;24
2010;090;TOSCANA;67;PENSIONANTI                             ;ACUTI;16;0;52;0;0;52
2010;090;TOSCANA;68;PNEUMOLOGIA                             ;ACUTI;25;214;2;29;0;245
2010;090;TOSCANA;70;RADIOTERAPIA                            ;ACUTI;6;55;0;37;0;92
2010;090;TOSCANA;71;REUMATOLOGIA                            ;ACUTI;5;55;0;24;0;79
2010;090;TOSCANA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;5;48;0;0;0;48
2010;090;TOSCANA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;6;53;0;4;0;57
2010;090;TOSCANA;76;NEUROCHIRURGIA PEDIATRICA               ;ACUTI;3;17;0;0;0;17
2010;090;TOSCANA;78;UROLOGIA PEDIATRICA                     ;ACUTI;1;9;0;0;0;9
2010;090;TOSCANA;98;DAY SURGERY;ACUTI;1;0;0;0;25;25
2010;090;TOSCANA;99;CURE PALLIATIVE/HOSPICE;LUNGODEGENZA;1;9;0;0;0;9
2010;100;UMBRIA;07;CARDIOCHIRURGIA                         ;ACUTI;2;25;0;0;0;25
2010;100;UMBRIA;08;CARDIOLOGIA                             ;ACUTI;8;90;0;6;0;96
2010;100;UMBRIA;09;CHIRURGIA GENERALE                      ;ACUTI;29;382;2;5;74;463
2010;100;UMBRIA;10;CHIRURGIA MAXILLO FACCIALE              ;ACUTI;1;2;0;1;0;3
2010;100;UMBRIA;12;CHIRURGIA PLASTICA                      ;ACUTI;4;10;0;1;4;15
2010;100;UMBRIA;13;CHIRURGIA TORACICA                      ;ACUTI;2;32;0;1;0;33
2010;100;UMBRIA;14;CHIRURGIA VASCOLARE                     ;ACUTI;2;31;1;1;1;34
2010;100;UMBRIA;18;EMATOLOGIA                              ;ACUTI;3;34;0;12;0;46
2010;100;UMBRIA;21;GERIATRIA                               ;ACUTI;2;31;0;2;0;33
2010;100;UMBRIA;24;MALATTIE INFETTIVE E TROPICALI          ;ACUTI;2;44;0;6;0;50
2010;100;UMBRIA;25;MEDICINA DEL LAVORO                     ;ACUTI;1;18;0;0;0;18
2010;100;UMBRIA;26;MEDICINA GENERALE                       ;ACUTI;29;540;0;47;0;587
2010;100;UMBRIA;28;UNITA` SPINALE                          ;RIABILITAZIONE;1;10;0;2;0;12
2010;100;UMBRIA;29;NEFROLOGIA                              ;ACUTI;3;17;0;3;0;20
2010;100;UMBRIA;30;NEUROCHIRURGIA                          ;ACUTI;2;38;1;1;0;40
2010;100;UMBRIA;32;NEUROLOGIA                              ;ACUTI;9;79;0;7;0;86
2010;100;UMBRIA;33;NEUROPSICHIATRIA INFANTILE              ;ACUTI;1;0;0;2;0;2
2010;100;UMBRIA;34;OCULISTICA                              ;ACUTI;13;51;0;3;32;86
2010;100;UMBRIA;35;ODONTOIATRIA E STOMATOLOGIA             ;ACUTI;4;1;0;2;2;5
2010;100;UMBRIA;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;14;279;1;4;31;315
2010;100;UMBRIA;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;18;217;0;3;34;254
2010;100;UMBRIA;38;OTORINOLARINGOIATRIA                    ;ACUTI;8;44;1;1;5;51
2010;100;UMBRIA;39;PEDIATRIA                               ;ACUTI;12;84;0;19;1;104
2010;100;UMBRIA;40;PSICHIATRIA                             ;ACUTI;3;34;0;7;0;41
2010;100;UMBRIA;43;UROLOGIA                                ;ACUTI;8;73;2;3;11;89
2010;100;UMBRIA;48;NEFROLOGIA (ABILITATO AL TRAPIANTO RENE);ACUTI;1;10;0;1;0;11
2010;100;UMBRIA;49;TERAPIA INTENSIVA                       ;ACUTI;10;61;0;0;0;61
2010;100;UMBRIA;50;UNITA` CORONARICA                       ;ACUTI;6;45;0;4;0;49
2010;100;UMBRIA;51;ASTANTERIA                              ;ACUTI;2;2;0;0;0;2
2010;100;UMBRIA;52;DERMATOLOGIA                            ;ACUTI;3;6;0;8;1;15
2010;100;UMBRIA;54;EMODIALISI                              ;ACUTI;3;0;0;3;0;3
2010;100;UMBRIA;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;12;220;0;23;0;243
2010;100;UMBRIA;58;GASTROENTEROLOGIA                       ;ACUTI;5;63;0;6;1;70
2010;100;UMBRIA;60;LUNGODEGENTI                            ;LUNGODEGENZA;5;18;0;0;0;18
2010;100;UMBRIA;62;NEONATOLOGIA                            ;ACUTI;3;27;0;0;0;27
2010;100;UMBRIA;64;ONCOLOGIA                               ;ACUTI;9;32;0;51;0;83
2010;100;UMBRIA;65;ONCOEMATOLOGIA PEDIATRICA               ;ACUTI;1;7;0;4;0;11
2010;100;UMBRIA;66;ONCOEMATOLOGIA                          ;ACUTI;2;1;0;9;0;10
2010;100;UMBRIA;68;PNEUMOLOGIA                             ;ACUTI;3;56;0;4;0;60
2010;100;UMBRIA;69;RADIOLOGIA                              ;ACUTI;1;1;0;1;0;2
2010;100;UMBRIA;70;RADIOTERAPIA                            ;ACUTI;2;4;0;9;0;13
2010;100;UMBRIA;73;TERAPIA INTENSIVA NEONATALE             ;ACUTI;2;16;0;0;0;16
2010;100;UMBRIA;74;RADIOTERAPIA ONCOLOGICA                 ;ACUTI;1;0;0;1;0;1
2010;100;UMBRIA;75;NEURO-RIABILITAZIONE                    ;RIABILITAZIONE;2;30;0;0;0;30
2010;110;MARCHE;01;ALLERGOLOGIA                            ;ACUTI;2;2;0;2;0;4
2010;110;MARCHE;02;DAY HOSPITAL                            ;ACUTI;1;0;0;8;0;8
